Participant_ID,Country,Partner,Gender,Town,District,Age_Group,Savings_Program,Leadership_Program,Agriculture_Program,Literacy_Program,n_Programs,FFS,FDS,Months_Enough_Food,Months_Insufficient_Food,Business_Plan,Management_Confidence,Sustainable_Ag_Practices,Minimum_Tillage,Soil_Covered,Crop_Rotation,All_Sustainable_Practices,Increased_Yield,Drought_Disease_Resistance,Sustainable_Useful,Literacy_Helped,Increased_Knowledge,Food_Ran_Out,Vegetables,Fruits
204,Tanzania,mud,male,Bukabwa,Butiama,50_plus,yes,yes,yes,no,3,2,5,0,12,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,no,yes_everyone,no_one
522,Tanzania,mud,female,Ragata,Bunda,30_49,no,no,yes,no,1,4,7,8,4,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
549,Tanzania,mud,male,Ragata,Bunda,30_49,no,no,yes,no,1,3,5,5,7,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,no,yes_everyone,no_one
573,Tanzania,mud,female,Kasuguti,Bunda,30_49,yes,no,no,no,1,1,2,5,7,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
9,Tanzania,mud,male,Kwikuba,Musoma vijijini,30_49,yes,no,no,no,1,4,6,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
411,Tanzania,mud,female,Ketembele,Serengeti,under_30,yes,no,yes,no,2,3,5,6,6,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,no,no_one,no_one
414,Tanzania,mud,female,Wagete,Serengeti,50_plus,yes,no,yes,no,2,2,4,7,5,has_plan,confident,1,0,0,0,0,0,0,Useful,NA,0,NA,no_one,no_one
326,Tanzania,mud,male,Kitembele,Serengeti,50_plus,no,yes,no,no,1,3,7,12,0,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
331,Tanzania,mud,female,Wagete,Serengeti,30_49,yes,no,yes,no,2,3,5,12,0,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
250,Tanzania,mud,male,KITEMBERE,SERENGETI,50_plus,yes,no,yes,no,2,3,2,10,2,no_plan,confident,1,1,0,0,0,0,1,Useful,NA,0,NA,no_one,no_one
641,Tanzania,mud,female,Kasuguti,Bunda,50_plus,yes,yes,yes,no,3,3,11,8,4,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
311,Tanzania,mud,female,Wagete,Serengeti,50_plus,no,yes,no,no,1,3,4,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
548,Tanzania,mud,female,Ragata,Bunda,30_49,yes,no,yes,no,2,3,3,8,4,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,no_one,no_one
248,Tanzania,mud,female,KITEMBERE,SERENGETI,30_49,yes,no,no,no,1,3,6,12,0,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,yes_everyone
415,Tanzania,mud,female,Wagete,Serengeti,30_49,yes,no,yes,no,2,3,5,9,3,has_plan,confident,1,0,0,0,0,0,1,Useful,NA,0,NA,yes_everyone,no_one
362,Tanzania,mud,male,Kitembere,Serengeti,30_49,yes,no,yes,no,2,6,9,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
473,Tanzania,mud,male,Wagete,Serengeti,30_49,yes,yes,no,no,2,3,6,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
334,Tanzania,mud,male,Wegete,Serengeti,50_plus,yes,yes,no,no,2,7,11,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
303,Tanzania,mud,female,Bukabwa,Butiama,30_49,yes,no,no,no,1,3,3,8,4,has_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
235,Tanzania,mud,female,Bukabwa,Butiama,under_30,no,no,no,yes,1,3,4,6,6,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
320,Tanzania,mud,male,Ketembere,Serengeti,30_49,yes,no,yes,no,2,3,10,8,4,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
215,Tanzania,mud,male,Bukabwa,Butiama,30_49,no,yes,no,no,1,7,11,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_everyone
776,Tanzania,mud,female,Igala,Ukerewe,50_plus,no,no,no,yes,1,2,3,0,12,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,no,yes_everyone,no_one
487,Tanzania,mud,female,Ragata,Bunda,30_49,no,no,yes,no,1,3,11,8,4,no_plan,not_confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
575,Tanzania,mud,female,Kasuguti,Bunda,30_49,yes,no,no,no,1,3,6,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
354,Tanzania,mud,female,Ketembele,Serengeti,50_plus,yes,no,yes,no,2,3,7,6,6,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
460,Tanzania,mud,female,Lagata,Bunda,30_49,yes,no,yes,no,2,2,4,7,5,has_plan,confident,1,0,0,0,0,1,NA,Useful,NA,0,NA,no_one,no_one
683,Tanzania,mud,female,Igalla,Ukerewe,30_49,yes,no,no,yes,2,3,3,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,no_one
7,Tanzania,mud,male,Kwikuba,Musoma vijijini,30_49,yes,no,no,no,1,3,8,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
135,Tanzania,mud,male,Kwikuba,Musomafuru vijijini,30_49,yes,no,yes,no,2,3,5,9,3,has_plan,confident,1,0,1,0,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
182,Tanzania,mud,male,Kwikuba,Musoma vijijini,50_plus,yes,no,yes,no,2,4,6,9,3,has_plan,confident,1,0,1,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
210,Tanzania,mud,female,Kwikuba,Musoma vijijini,50_plus,yes,no,no,no,1,3,2,0,12,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
133,Tanzania,mud,male,Kwikuba,Muso a vijijini,30_49,yes,no,yes,no,2,2,5,10,2,has_plan,confident,1,0,0,0,0,1,0,Useful,NA,0,NA,no_one,yes_you
138,Tanzania,mud,female,Terita,Butiama,30_49,yes,no,yes,no,2,2,4,11,1,no_plan,not_confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
130,Tanzania,mud,female,Terita,Butiama,30_49,no,no,yes,yes,2,3,10,9,3,no_plan,not_confident,1,0,0,1,0,1,1,Useful,yes,1,NA,yes_everyone,yes_everyone
656,Tanzania,mud,female,IGALLA,UKEREWE,30_49,yes,no,yes,no,2,4,7,9,3,has_plan,confident,1,1,0,0,0,1,NA,Useful,NA,0,NA,yes_everyone,yes_everyone
566,Tanzania,mud,female,Ragata,Bunda,30_49,no,no,yes,no,1,3,8,9,3,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
183,Tanzania,mud,female,Kwikuba,Musomavijijini,30_49,yes,no,no,no,1,1,4,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
244,Tanzania,mud,female,BUKABWA,BUT I AMA,30_49,yes,no,no,no,1,3,2,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
562,Tanzania,mud,male,Ragata,Bunda,50_plus,no,no,yes,no,1,6,10,7,5,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,no,yes_everyone,yes_everyone
31,Tanzania,mud,female,Mwibagi,Butiama,30_49,yes,no,no,no,1,3,5,10,2,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
781,Tanzania,mud,female,Igala,Ukerewe,30_49,no,no,yes,no,1,1,3,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,no_one,no_one
118,Tanzania,mud,male,Terita,Butiama,under_30,no,no,yes,yes,2,3,11,9,3,no_plan,not_confident,1,0,0,1,0,1,1,Useful,yes,1,no,yes_everyone,yes_everyone
94,Tanzania,mud,male,Kwikuba,Musoma Vijijini,50_plus,no,yes,yes,no,2,7,11,4,8,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,no,yes_everyone,yes_everyone
192,Tanzania,mud,female,Kwikuba,musoma vijijini,30_49,no,no,yes,no,1,3,8,3,9,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
195,Tanzania,mud,male,Bukabwa,Butiama,50_plus,no,yes,yes,no,2,3,9,0,12,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,no,yes_everyone,no_one
478,Tanzania,mud,female,Lagata,Bunda,50_plus,no,no,yes,no,1,3,4,8,4,has_plan,confident,1,0,0,0,0,NA,0,Useful,NA,0,NA,yes_everyone,no_one
314,Tanzania,mud,female,Wagete,Serengeti,50_plus,no,yes,no,no,1,3,5,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
664,Tanzania,mud,male,Igalla,Ukerewe,under_30,no,no,no,yes,1,2,4,9,3,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
491,Tanzania,mud,male,RAGATA,BUNDA,under_30,no,no,yes,no,1,3,6,10,2,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
465,Tanzania,mud,female,Kitembele,Srengeti,under_30,no,no,yes,no,1,3,4,7,5,has_plan,confident,1,0,1,0,0,1,0,Useful,NA,0,NA,no_one,no_one
559,Tanzania,mud,female,Kasuguti,Bunda,50_plus,no,no,yes,no,1,2,3,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,0,NA,NA,NA,no,no_one,no_one
657,Tanzania,mud,female,IGALLA,UKEREWE,under_30,yes,no,no,no,1,4,6,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
774,Tanzania,mud,male,Igalla,Ukerewe,50_plus,yes,yes,no,no,2,1,3,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
409,Tanzania,mud,female,Ketembele,Serengeti,30_49,yes,no,yes,no,2,3,5,3,9,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
97,Tanzania,mud,female,Terita,Butiama,30_49,yes,no,no,no,1,6,11,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
523,Tanzania,mud,female,Ragata,Bunda,50_plus,no,no,yes,no,1,2,3,9,3,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
59,Tanzania,mud,female,KWIKUBA,MUSOMA VIJIJINI,30_49,yes,no,no,no,1,3,5,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
175,Tanzania,mud,female,Bukabwa,Butiama,under_30,no,no,no,yes,1,3,4,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,no_one,no_one
557,Tanzania,mud,female,Kasuguti,Bunda,under_30,no,no,yes,no,1,2,3,1,11,has_plan,confident,1,0,0,0,0,1,NA,Useful,NA,0,no,no_one,no_one
528,Tanzania,mud,female,Kwikuba,Musoma vijiji,50_plus,yes,no,yes,no,2,2,4,3,9,no_plan,confident,1,0,0,0,0,1,0,Useful,NA,0,no,yes_everyone,no_one
517,Tanzania,mud,female,Ragata,Bunda,under_30,yes,no,no,no,1,3,6,11,1,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
104,Tanzania,mud,female,Kwikuba,Musoma vijijini,30_49,yes,no,yes,no,2,3,3,6,6,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
305,Tanzania,mud,female,Katembele,Seregeti,30_49,yes,no,no,no,1,3,4,10,2,has_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
355,Tanzania,mud,male,Ketembele,Serengeti,30_49,yes,no,yes,no,2,3,3,7,5,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
242,Tanzania,mud,male,BUKABWA,BUTIAMA,50_plus,yes,yes,no,no,2,2,4,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
100,Tanzania,mud,female,Terita,Butiama,30_49,yes,no,no,no,1,7,10,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
99,Tanzania,mud,male,Terita,Butiama,30_49,yes,no,no,no,1,6,11,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
661,Tanzania,mud,female,Igara,Ukerewe,50_plus,yes,no,no,no,1,2,5,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
181,Tanzania,mud,male,Bukabwa,Butiama,under_30,no,no,yes,no,1,3,6,4,8,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,yes_you
651,Tanzania,mud,female,Kasuguti,BUNDA,50_plus,no,no,yes,no,1,3,3,5,7,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,no,no_one,no_one
246,Tanzania,mud,male,BUKABWA,BUTIAMA,50_plus,yes,yes,no,no,2,3,6,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no_one,no_one
32,Tanzania,mud,male,Mwibagi,Butiama,50_plus,yes,no,no,no,1,3,2,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
66,Tanzania,mud,male,TERITA,BUTIAMA,30_49,yes,no,yes,no,2,3,6,10,2,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,0,NA,no_one,yes_you
328,Tanzania,mud,female,Ketembele,Serengeti,under_30,yes,no,yes,no,2,3,8,7,5,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
346,Tanzania,mud,male,Ketembere,Serengeti,under_30,no,no,yes,no,1,3,8,8,4,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
567,Tanzania,mud,female,Kasuguti,Bunda,50_plus,yes,no,no,no,1,6,8,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
417,Tanzania,mud,female,Wagete,Serengeti,50_plus,yes,no,no,no,1,3,6,5,7,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_you,no_one
546,Tanzania,mud,female,RAGATA,Bunda,50_plus,no,no,yes,no,1,2,2,7,5,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
673,Tanzania,mud,male,Igalla,Ukerewe,50_plus,yes,yes,yes,no,3,5,8,9,3,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
558,Tanzania,mud,female,Kasuguti,Bunda,30_49,yes,no,no,no,1,3,4,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no_one,no_one
534,Tanzania,mud,male,Ragata,Bunda,30_49,no,no,yes,no,1,7,11,10,2,no_plan,not_confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,yes_others
577,Tanzania,mud,female,KASUGUTI,BUNDA,50_plus,yes,no,yes,no,2,4,5,8,4,has_plan,confident,1,1,1,0,0,1,1,Useful,NA,0,NA,no_one,no_one
514,Tanzania,mud,male,Ragata,Bunda,50_plus,yes,no,yes,no,2,3,3,9,3,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
576,Tanzania,mud,female,Kasuguti,Bunda,50_plus,no,no,yes,no,1,3,3,0,12,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,no,no_one,no_one
671,Tanzania,mud,male,Igalla,Ukerewe,50_plus,no,yes,yes,no,2,2,4,12,0,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
555,Tanzania,mud,male,Kasuguti,Bunda,30_49,yes,no,yes,no,2,2,3,9,3,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
178,Tanzania,mud,female,Mwibagi,Butiama,30_49,yes,no,yes,yes,3,3,5,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,yes,0,NA,yes_everyone,no_one
61,Tanzania,mud,male,KWIKUBA,MUSOMA VIJIJINI,under_30,yes,no,yes,no,2,4,9,8,4,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
690,Tanzania,mud,female,Igala,Ukerewe,under_30,yes,no,no,no,1,2,6,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
170,Tanzania,mud,female,Bukabwa,Butiama,30_49,yes,no,yes,no,2,2,2,6,6,no_plan,not_confident,1,0,0,0,0,0,1,Useful,NA,0,NA,no_one,no_one
365,Tanzania,mud,female,Kitembere,Serengeti,30_49,yes,no,yes,no,2,6,11,10,2,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,NA,yes,yes_everyone,yes_everyone
404,Tanzania,mud,female,Mwibagi,Butiama,30_49,yes,no,yes,no,2,5,6,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
779,Tanzania,mud,female,Igala,Ukerewe,50_plus,yes,no,yes,no,2,2,3,5,7,has_plan,confident,0,NA,NA,NA,NA,NA,0,Not useful,NA,0,NA,yes_everyone,no_one
211,Tanzania,mud,female,Kwikuba,musoma vijijini,30_49,yes,no,no,no,1,3,10,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
357,Tanzania,mud,male,Ketembele,Serengeti,50_plus,yes,no,yes,no,2,3,2,7,5,has_plan,confident,1,0,1,0,0,1,1,Useful,NA,0,NA,no_one,no_one
98,Tanzania,mud,female,Terita,Butiama,under_30,yes,no,yes,no,2,7,11,10,2,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_others,yes_everyone
70,Tanzania,mud,female,TERITA,BUTIAMA,30_49,yes,no,yes,no,2,4,8,10,2,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,no_one,no_one
208,Tanzania,mud,female,Bukabwa,Butiama,30_49,yes,no,yes,no,2,3,7,12,0,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,no_one
329,Tanzania,mud,female,Wagete,Serengeti,30_49,yes,no,no,no,1,2,4,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
640,Tanzania,mud,female,Kasuguti,Bunda,50_plus,yes,no,yes,no,2,2,3,8,4,has_plan,confident,1,0,1,0,0,1,1,Useful,NA,0,NA,no_one,no_one
561,Tanzania,mud,male,Ragata,Bunda,30_49,no,no,yes,no,1,6,9,9,3,no_plan,not_confident,1,1,1,1,1,1,1,Useful,NA,0,yes,yes_everyone,no_one
670,Tanzania,mud,female,Igalla,Ukerewe,under_30,yes,no,yes,no,2,2,3,12,0,has_plan,confident,1,0,1,0,0,1,NA,Useful,NA,0,NA,no_one,no_one
773,Tanzania,mud,male,Igalla,Ukerewe,30_49,yes,yes,yes,no,3,3,4,8,4,no_plan,confident,1,0,1,0,0,1,NA,Useful,NA,0,NA,no_one,no_one
538,Tanzania,mud,male,Ragata,Bunda,30_49,no,no,yes,no,1,3,6,7,5,no_plan,confident,1,0,0,0,0,1,1,NA,NA,0,NA,yes_everyone,no_one
485,Tanzania,mud,female,Ragata,Bunda,30_49,no,yes,yes,no,2,3,11,9,3,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
174,Tanzania,mud,female,Bukabwa,Butiama,30_49,yes,no,no,no,1,3,6,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
692,Tanzania,mud,male,Kasuguti,Bunda,50_plus,no,yes,no,no,1,3,6,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
58,Tanzania,mud,female,KWIKUBA,MUSOMA VIJIJINI,50_plus,yes,no,yes,no,2,3,2,8,4,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,no_one,no_one
200,Tanzania,mud,female,Telita,Butiama,under_30,yes,no,no,no,1,3,10,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
139,Tanzania,mud,female,Terita,Butiama,30_49,yes,no,yes,no,2,3,7,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
199,Tanzania,mud,female,Bukabwa,Butiama,under_30,no,no,no,yes,1,3,8,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,yes_everyone
545,Tanzania,mud,male,RAGATA,BUNDA,30_49,no,yes,yes,no,2,5,6,10,2,no_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,no_one,yes_everyone
358,Tanzania,mud,male,Wagete,Serengeti,50_plus,yes,no,yes,no,2,3,4,12,0,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
669,Tanzania,mud,female,Igalla,Ukerewe,50_plus,yes,no,yes,yes,3,2,3,9,3,has_plan,confident,1,0,0,1,0,1,1,Useful,yes,0,no,no_one,no_one
317,Tanzania,mud,female,Ketembere,Serengeti,30_49,yes,no,yes,no,2,2,7,8,4,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
216,Tanzania,mud,female,Bukabwa,Butiama,30_49,yes,yes,no,no,2,6,9,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
493,Tanzania,mud,female,Ragata,Bunda,30_49,yes,no,no,no,1,3,4,3,9,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
636,Tanzania,mud,female,Kasuguti,Bunda,30_49,yes,no,yes,no,2,3,5,4,8,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,1,yes,yes_everyone,no_one
680,Tanzania,mud,male,Igalla,Ukerewe,30_49,yes,no,no,no,1,3,8,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
533,Tanzania,mud,female,Ragata,Bunda,30_49,yes,yes,yes,no,3,6,11,8,4,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
678,Tanzania,mud,female,Igalla,Ukerewe,under_30,yes,no,yes,no,2,5,8,8,4,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
188,Tanzania,mud,male,Bukabwa,Butiama,50_plus,yes,no,no,no,1,2,3,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no_one,no_one
144,Tanzania,mud,female,Terita,Butiama,under_30,yes,no,no,no,1,3,3,9,3,has_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
700,Tanzania,mud,female,Igala,Ukelewe,under_30,yes,no,no,no,1,3,11,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
472,Tanzania,mud,male,Wagete,Serengeti,under_30,no,no,yes,no,1,3,5,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
488,Tanzania,mud,male,Ragata,Bunda,50_plus,no,no,yes,no,1,3,11,9,3,no_plan,not_confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
696,Tanzania,mud,female,Igala,Ukerewe,30_49,no,no,no,yes,1,3,4,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
212,Tanzania,mud,female,Kwikuba,musoma vijijini,50_plus,yes,no,yes,no,2,3,10,5,7,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
344,Tanzania,mud,female,Wegete,Serengeti,30_49,yes,yes,no,no,2,3,11,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
654,Tanzania,mud,female,IGALLA,UKEREWE,50_plus,no,no,yes,no,1,2,3,8,4,no_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
468,Tanzania,mud,male,Kitembele,Serengeti,30_49,no,no,yes,no,1,2,3,6,6,has_plan,confident,1,0,1,0,0,0,0,Useful,NA,0,NA,yes_everyone,no_one
307,Tanzania,mud,female,Katembele,Serengeti,30_49,yes,no,no,no,1,3,4,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
111,Tanzania,mud,female,Terita,Butiama,50_plus,yes,no,yes,no,2,3,6,12,0,no_plan,not_confident,1,0,0,1,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
28,Tanzania,mud,male,Kwikuba,Musoma vijijini,50_plus,no,no,yes,no,1,3,5,8,4,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
176,Tanzania,mud,female,Bukabwa,Butiama,30_49,yes,no,yes,no,2,3,6,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,Not useful,NA,0,NA,yes_everyone,no_one
119,Tanzania,mud,female,Terita,Butiama,under_30,no,no,yes,no,1,3,10,8,4,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
96,Tanzania,mud,female,Kwikuba,Musoma Vijijini,50_plus,yes,no,yes,no,2,7,11,9,3,no_plan,not_confident,1,1,1,1,1,1,NA,Useful,NA,0,NA,yes_everyone,yes_others
142,Tanzania,mud,female,Terita,Butiama,50_plus,yes,no,no,no,1,3,4,10,2,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
479,Tanzania,mud,male,Lagata,Bunda,30_49,no,no,yes,no,1,3,8,10,2,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,no_one,no_one
693,Tanzania,mud,female,Igala,ukerewe,30_49,no,no,no,yes,1,2,5,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
217,Tanzania,mud,male,kwikuba,musoma vijijini,30_49,yes,no,no,no,1,3,8,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
